length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,star,hotness
190931,0.665,0.423,0.699,0.0,0.0969,-5.265,0.0578,124.896,4,False,4.0
190799,0.759,0.0392,0.548,0.0,0.0828,-6.049,0.029,116.967,4,False,5.0
196684,0.746,0.0315,0.844,0.0,0.318,-5.506,0.0339,100.027,4,False,3.0
170666,0.724,0.261,0.603,0.0,0.185,-7.968,0.0764,105.0,4,False,3.0
213707,0.706,0.0207,0.385,0.0,0.0966,-14.139,0.337,90.069,4,False,1.0
209191,0.735,0.318,0.762,0.0,0.371,-5.547,0.04,116.027,4,False,4.0
173325,0.715,0.11,0.624,0.0,0.123,-3.046,0.114,158.087,4,False,4.0
193175,0.6,0.102,0.666,0.0,0.118,-9.827,0.0394,99.989,4,False,1.0
158040,0.76,0.556,0.479,0.0,0.0703,-5.574,0.0466,89.911,4,True,5.0
198074,0.598,0.331,0.904,0.0,0.264,-2.293,0.0507,138.091,4,False,3.0
158586,0.892,0.704,0.507,3.14e-05,0.109,-8.282,0.378,143.96,4,True,4.0
169038,0.844,0.0828,0.644,0.0,0.113,-6.273,0.0479,122.061,4,False,4.0
204466,0.857,0.148,0.621,0.0,0.0865,-6.376,0.0825,97.989,4,True,4.0
179868,0.71,0.327,0.699,4.64e-06,0.0975,-4.664,0.1,125.051,4,False,4.0
169733,0.935,0.268,0.613,3.1e-06,0.0956,-6.241,0.0662,116.943,4,False,4.0
162906,0.811,0.00937,0.692,0.0,0.0598,-2.836,0.105,125.009,4,False,4.0
188613,0.932,0.222,0.762,0.0,0.164,-3.376,0.0747,124.975,4,False,3.0
326856,0.79,0.104,0.77,0.0,0.321,-5.435,0.0642,88.955,4,False,3.0
254093,0.537,0.326,0.602,0.000115,0.0548,-8.937,0.07,180.077,4,False,4.0
223493,0.705,0.134,0.805,0.000139,0.367,-4.887,0.0595,120.022,4,False,4.0
211884,0.489,0.00598,0.641,0.0201,0.122,-7.011,0.032,108.901,4,False,3.0
298960,0.557,0.31,0.477,0.0,0.149,-8.534,0.0445,144.396,4,False,3.0
209880,0.528,0.126,0.511,0.0,0.101,-8.144,0.0324,100.1,4,False,4.0
193377,0.652,0.29,0.898,0.0,0.073,-4.481,0.0361,114.043,4,False,4.0
183920,0.858,0.474,0.401,0.0,0.256,-8.885,0.273,90.027,4,False,1.0
147013,0.604,0.0178,0.908,0.0,0.386,-3.067,0.0522,102.051,4,False,3.0
197938,0.661,0.0253,0.725,0.0,0.123,-4.859,0.0563,119.927,4,False,4.0
226160,0.65,0.0528,0.736,0.0,0.235,-5.84,0.229,159.173,4,True,1.0
283747,0.822,0.259,0.969,0.000153,0.39,-11.471,0.0582,128.007,4,False,4.0
209493,0.675,0.633,0.479,1.76e-05,0.088,-9.87,0.0278,81.998,4,False,4.0
242733,0.967,0.0584,0.583,0.0,0.0519,-5.562,0.0789,117.0,4,False,5.0
320637,0.771,0.0174,0.728,0.0299,0.0779,-6.809,0.0359,127.019,4,False,1.0
232680,0.552,0.000143,0.89,0.0,0.888,-3.409,0.0342,146.525,4,False,4.0
261266,0.49,0.00394,0.679,1.54e-05,0.0383,-3.68,0.0309,167.046,4,False,4.0
238000,0.397,0.0102,0.789,0.679,0.27,-12.82,0.0308,174.99,4,False,1.0
234560,0.616,0.0283,0.869,0.0,0.064,-3.911,0.0327,127.966,4,False,5.0
284373,0.798,0.00474,0.629,2.17e-05,0.324,-6.857,0.0735,130.0,4,False,4.0
206146,0.545,0.129,0.624,0.0,0.107,-6.916,0.0914,188.075,3,False,1.0
198786,0.699,0.078,0.917,0.0,0.065,-4.897,0.115,130.04,4,False,4.0
226720,0.667,0.11,0.805,0.0,0.132,-3.449,0.24,184.117,4,False,1.0
260986,0.464,0.678,0.503,1.86e-06,0.0837,-6.05,0.0325,147.707,4,False,3.0
164687,0.669,0.0466,0.88,0.0,0.0735,-3.509,0.0765,96.017,4,False,3.0
222080,0.551,0.318,0.787,0.0,0.0909,-3.899,0.0691,122.181,4,False,1.0
276000,0.522,0.000727,0.856,7.52e-06,0.0444,-6.402,0.0334,126.359,4,False,1.0
270373,0.491,0.0321,0.897,0.0,0.356,-5.393,0.0312,125.477,4,False,3.0
213133,0.512,0.00312,0.928,0.000134,0.347,-5.254,0.0335,130.709,4,False,2.0
149960,0.551,0.0452,0.904,0.188,0.113,-5.565,0.106,100.059,4,False,3.0
273080,0.519,0.000515,0.845,1.61e-06,0.376,-5.667,0.0374,124.624,4,False,3.0
233600,0.418,7.46e-06,0.954,9.99e-06,0.203,-3.065,0.0499,113.908,4,False,1.0
314493,0.304,0.0376,0.598,0.0613,0.172,-5.953,0.0303,156.045,4,False,1.0
191320,0.498,0.359,0.536,0.000106,0.092,-12.974,0.0533,120.704,4,False,3.0
193653,0.356,0.00417,0.872,0.00975,0.0997,-7.837,0.068,166.3,4,False,3.0
203573,0.529,0.611,0.127,0.000109,0.237,-16.066,0.0274,63.05,4,False,4.0
234880,0.43,4.51e-06,0.974,0.563,0.577,-4.04,0.0419,137.009,4,False,1.0
331440,0.134,0.00194,0.751,0.00118,0.274,-4.79,0.0351,170.118,4,False,1.0
238026,0.245,3.63e-06,0.917,0.0297,0.432,-5.265,0.063,180.044,4,False,1.0
473866,0.433,0.00043,0.795,0.752,0.629,-11.491,0.0485,132.097,4,False,2.0
150813,0.416,0.0138,0.955,0.649,0.937,-6.792,0.0843,138.195,4,False,1.0
177680,0.373,0.0222,0.975,0.0789,0.913,-7.718,0.0708,153.785,4,False,1.0
180493,0.468,0.00122,0.874,0.0752,0.0932,-6.009,0.0512,157.01,4,False,1.0
224440,0.374,0.000412,0.981,0.000392,0.191,-6.26,0.0748,157.951,4,False,1.0
330506,0.481,0.000305,0.705,0.339,0.141,-11.101,0.0313,107.647,4,False,3.0
324013,0.529,0.00012,0.715,0.497,0.112,-6.065,0.0348,114.973,4,False,3.0
300306,0.497,0.000296,0.869,0.0345,0.144,-5.217,0.0568,116.926,3,False,2.0
287000,0.26,0.00371,0.948,0.0015,0.991,-6.149,0.0969,146.768,4,False,3.0
177493,0.217,0.204,0.84,1.05e-05,0.667,-8.164,0.0853,150.942,4,False,2.0
402173,0.163,0.341,0.51,0.0638,0.0945,-8.414,0.0415,162.086,4,False,3.0
278493,0.473,0.00714,0.714,0.000146,0.263,-9.89,0.0324,106.022,4,False,1.0
258306,0.277,0.0475,0.918,0.0522,0.0976,-5.42,0.0661,161.893,4,False,1.0
145000,0.535,0.097,0.837,2.99e-06,0.189,-11.048,0.039,95.911,4,False,3.0
179613,0.523,0.137,0.735,0.0,0.199,-9.199,0.0292,143.182,4,False,1.0
174506,0.319,0.00364,0.836,1.84e-05,0.1,-6.706,0.113,180.56,4,False,1.0
173706,0.552,0.00306,0.903,0.007,0.0632,-9.17,0.0716,101.672,4,False,1.0
206866,0.443,5.24e-05,0.956,0.825,0.135,-6.198,0.0511,146.754,4,False,4.0
259093,0.464,0.717,0.46,0.0,0.151,-6.874,0.0393,143.603,4,False,1.0
280324,0.596,0.0504,0.824,0.129,0.0586,-4.893,0.0361,135.171,4,False,4.0
313800,0.2,0.0125,0.943,0.0,0.139,-8.217,0.0544,203.243,4,False,2.0
300400,0.489,0.313,0.724,0.185,0.287,-8.367,0.0352,117.292,4,False,1.0
235986,0.445,0.635,0.384,7.74e-05,0.0539,-14.642,0.0417,123.295,4,False,4.0
234906,0.533,0.0116,0.783,0.0565,0.186,-10.61,0.0366,124.874,4,False,4.0
203120,0.589,0.0884,0.715,0.00105,0.0559,-6.073,0.0401,120.999,4,False,3.0
255133,0.663,0.2,0.838,0.000177,0.0782,-5.744,0.0286,112.788,4,False,4.0
351626,0.314,0.0057,0.797,5.59e-05,0.0718,-9.026,0.038,145.393,4,False,4.0
265133,0.202,0.0245,0.853,9.5e-05,0.143,-6.326,0.0475,100.625,4,False,1.0
238120,0.543,0.0685,0.572,0.00119,0.0823,-13.124,0.0317,113.312,4,False,1.0
257640,0.184,0.000811,0.841,4.47e-05,0.0422,-4.723,0.0468,88.224,4,False,3.0
220893,0.514,0.00864,0.77,0.0269,0.0948,-4.326,0.0314,110.489,4,False,3.0
293893,0.422,0.0244,0.776,0.0,0.143,-7.127,0.0381,109.796,4,False,3.0
262573,0.401,0.0418,0.879,0.0,0.187,-7.011,0.0508,131.901,4,False,1.0
198573,0.537,0.0226,0.675,0.0188,0.355,-8.332,0.0309,120.543,4,False,3.0
322946,0.314,0.000421,0.972,0.00129,0.407,-3.21,0.0701,138.223,4,False,1.0
195600,0.455,0.00274,0.976,0.623,0.0566,-3.757,0.0801,137.895,4,False,1.0
149426,0.522,0.000909,0.695,0.00741,0.069,-11.77,0.0393,129.723,4,False,2.0
152200,0.369,0.0809,0.54,0.000149,0.76,-11.147,0.0321,170.004,4,False,3.0
111208,0.194,0.176,0.695,0.893,0.12,-10.809,0.0578,170.684,3,False,3.0
287733,0.712,0.0771,0.967,0.0,0.356,-5.206,0.047,145.024,4,False,1.0
178933,0.518,0.00201,0.905,4.67e-06,0.095,-3.846,0.034,140.989,4,False,1.0
210520,0.535,0.715,0.832,0.0,0.577,-5.166,0.0514,82.974,4,False,3.0
229333,0.331,0.00559,0.853,0.00304,0.0973,-6.418,0.0344,90.274,4,False,2.0
196453,0.241,0.0535,0.626,0.000872,0.0568,-5.732,0.0298,171.588,4,False,1.0
448438,0.286,0.47,0.796,0.063,0.364,-4.625,0.0388,150.272,4,False,1.0
299946,0.335,4.13e-05,0.956,0.595,0.374,-2.375,0.089,136.904,4,False,3.0
236360,0.252,0.00912,0.872,8.79e-06,0.109,-3.752,0.0777,126.938,4,False,3.0
208240,0.635,0.118,0.584,0.0,0.29,-9.112,0.0296,127.626,4,False,4.0
224200,0.41,0.0033,0.722,0.00215,0.151,-6.758,0.0472,120.156,4,False,3.0
353920,0.333,0.722,0.377,0.0,0.0333,-8.282,0.0343,87.613,4,False,3.0
308000,0.271,0.191,0.674,2.62e-06,0.247,-10.18,0.0374,142.823,4,False,3.0
163840,0.567,0.00862,0.753,0.00183,0.127,-4.823,0.0406,120.098,4,False,3.0
244773,0.618,0.373,0.781,2.49e-06,0.322,-4.781,0.0544,135.971,4,False,1.0
185000,0.532,0.368,0.487,9.49e-05,0.148,-7.5,0.0264,96.335,3,False,1.0
307879,0.577,0.599,0.749,0.0115,0.183,-7.215,0.0279,130.97,4,False,5.0
261826,0.632,0.000763,0.875,0.0224,0.108,-4.709,0.0359,118.007,4,False,1.0
257895,0.529,0.000833,0.935,0.0175,0.0753,-3.628,0.0394,117.997,4,False,1.0
209480,0.545,1.04e-05,0.836,0.000129,0.413,-4.029,0.0281,105.924,4,False,1.0
242133,0.632,0.0998,0.682,0.0349,0.106,-9.57,0.0269,113.837,4,False,3.0
239240,0.455,0.000493,0.849,1.52e-05,0.466,-5.461,0.0284,90.955,4,False,4.0
201906,0.376,0.000866,0.95,0.0,0.156,-4.453,0.0754,130.669,4,False,1.0
258333,0.645,0.0876,0.923,0.00359,0.0303,-9.781,0.0441,109.988,4,False,4.0
299253,0.544,0.206,0.86,0.00108,0.213,-6.151,0.0489,127.129,4,False,4.0
496706,0.612,0.000214,0.848,0.167,0.235,-5.902,0.0306,126.89,4,False,2.0
238386,0.561,0.00123,0.893,0.408,0.176,-7.663,0.038,119.863,4,False,3.0
204400,0.491,0.00799,0.873,0.0371,0.168,-11.821,0.0334,113.462,4,False,1.0
208053,0.538,7.8e-05,0.886,0.0254,0.21,-5.31,0.0309,138.993,4,False,2.0
277626,0.351,0.000744,0.701,7.91e-06,0.197,-7.578,0.0278,171.848,4,False,3.0
208022,0.636,0.0248,0.736,7.55e-05,0.202,-6.053,0.0396,124.996,4,False,1.0
321493,0.398,0.0512,0.712,0.202,0.117,-6.695,0.0473,119.959,4,False,2.0
250413,0.565,0.165,0.467,0.284,0.0808,-10.078,0.0303,120.17,4,False,3.0
536960,0.249,0.0186,0.662,0.309,0.105,-8.305,0.0297,83.643,4,False,1.0
281066,0.578,0.061,0.682,0.00888,0.106,-13.64,0.0354,127.939,4,False,1.0
239174,0.362,0.97,0.16,4.33e-05,0.119,-17.14,0.0292,158.261,4,False,2.0
479585,0.56,0.0597,0.953,2.75e-05,0.971,-6.557,0.078,120.991,4,False,1.0
340706,0.516,0.0275,0.595,0.0,0.109,-4.63,0.0313,119.972,4,False,5.0
443226,0.607,0.0143,0.71,0.875,0.113,-5.633,0.0338,140.977,4,False,3.0
313666,0.294,0.0504,0.712,2.36e-05,0.339,-5.456,0.029,86.248,4,False,1.0
252279,0.525,0.0874,0.742,0.149,0.117,-5.643,0.0311,117.029,4,False,4.0
213693,0.559,0.00441,0.764,0.0299,0.0807,-7.058,0.0348,143.319,4,False,4.0
289266,0.467,0.449,0.289,0.000596,0.102,-16.345,0.0319,113.736,4,False,3.0
192666,0.419,0.232,0.595,0.0038,0.186,-14.202,0.0454,140.084,4,False,2.0
303893,0.548,0.000535,0.975,0.00536,0.414,-4.224,0.0774,130.124,4,False,2.0
234266,0.513,0.0534,0.89,0.0,0.225,-5.451,0.05,173.329,3,False,1.0
218008,0.362,0.000294,0.846,0.00254,0.0982,-3.623,0.0262,78.514,4,False,1.0
284586,0.546,0.0322,0.855,0.000142,0.075,-4.934,0.0408,131.989,4,False,3.0
334000,0.55,0.176,0.878,8.59e-06,0.392,-7.021,0.0371,151.585,4,False,3.0
231870,0.475,0.23,0.461,0.0,0.111,-6.289,0.0328,73.994,4,False,1.0
210800,0.382,0.651,0.372,0.0,0.107,-6.738,0.031,124.046,4,False,1.0
240586,0.659,0.55,0.42,1.1e-06,0.0885,-10.347,0.0364,116.146,4,False,3.0
238133,0.777,0.555,0.423,7.41e-06,0.27,-8.646,0.0287,101.966,4,False,3.0
201933,0.266,0.905,0.0596,7.07e-05,0.132,-18.515,0.0363,181.74,3,True,1.0
176586,0.366,0.35,0.519,0.0,0.145,-6.066,0.0331,124.632,4,False,4.0
245400,0.821,0.609,0.241,0.0,0.0982,-9.881,0.0388,93.024,4,False,4.0
297560,0.752,0.509,0.576,0.000182,0.0964,-7.576,0.0762,78.058,4,False,3.0
189673,0.449,0.896,0.209,0.0,0.156,-14.494,0.0896,93.618,4,False,3.0
157466,0.528,0.914,0.291,0.0,0.121,-9.696,0.0401,76.805,4,False,3.0
233253,0.83,0.397,0.471,2.93e-05,0.118,-6.879,0.0421,109.0,4,False,1.0
233028,0.667,0.2,0.478,0.0,0.0927,-5.345,0.0316,113.502,4,False,3.0
164009,0.659,0.27,0.617,0.0,0.187,-5.862,0.0649,119.858,4,False,1.0
247813,0.696,0.73,0.16,0.818,0.101,-18.698,0.0465,111.654,4,False,2.0
195426,0.783,0.277,0.403,0.0393,0.246,-14.517,0.0535,122.41,4,False,2.0
209741,0.723,0.915,0.265,2.85e-05,0.126,-10.561,0.0433,116.026,4,False,3.0
204773,0.485,0.871,0.194,0.567,0.111,-19.001,0.0362,88.214,4,False,2.0
285933,0.42,0.921,0.27,0.00999,0.104,-10.258,0.03,127.511,4,False,2.0
197613,0.686,0.881,0.177,0.902,0.126,-17.422,0.0919,118.317,4,False,1.0
206000,0.423,0.888,0.47,0.0,0.12,-4.656,0.0739,84.486,4,False,2.0
155476,0.653,0.147,0.493,0.0,0.0852,-6.392,0.0296,154.892,4,False,3.0
206626,0.718,0.602,0.673,0.00161,0.447,-7.127,0.259,157.933,4,False,1.0
286200,0.411,0.619,0.535,2.51e-06,0.151,-7.109,0.0371,100.096,4,True,1.0
204253,0.273,0.658,0.256,0.307,0.0867,-17.397,0.0388,147.229,3,False,2.0
204533,0.436,0.921,0.185,0.928,0.109,-18.975,0.059,139.624,4,False,2.0
236710,0.496,0.448,0.399,0.0,0.0769,-8.661,0.0446,139.584,4,False,3.0
248773,0.72,0.57,0.206,0.84,0.0814,-15.516,0.106,96.74,4,False,1.0
267666,0.64,0.753,0.341,0.889,0.101,-15.986,0.0422,103.633,4,False,1.0
183472,0.438,0.706,0.448,0.0,0.159,-7.676,0.0666,118.37,5,False,3.0
332173,0.508,0.65,0.173,0.113,0.0949,-14.1,0.0495,129.486,4,False,1.0
229359,0.512,0.246,0.765,0.0,0.0573,-5.252,0.136,169.709,4,False,4.0
224098,0.632,0.249,0.531,0.0,0.346,-5.669,0.0333,95.061,4,False,4.0
286720,0.389,0.863,0.214,0.783,0.105,-18.832,0.0455,162.187,4,False,1.0
250865,0.422,0.591,0.331,4.13e-05,0.0868,-9.716,0.0338,112.484,3,False,1.0
178267,0.525,0.685,0.409,0.0,0.17,-8.472,0.04,78.107,4,False,1.0
238750,0.474,0.982,0.278,0.0,0.215,-7.078,0.0384,119.74,4,False,1.0
159790,0.353,0.885,0.345,3.33e-06,0.0763,-9.15,0.0406,178.283,4,False,1.0
154290,0.401,0.861,0.0854,0.0,0.113,-15.775,0.0367,178.4,4,False,1.0
173500,0.406,0.951,0.0307,0.0,0.0984,-17.636,0.04,136.716,4,False,1.0
231061,0.655,0.855,0.461,0.000337,0.0877,-9.693,0.0275,95.056,4,False,1.0
221978,0.47,0.894,0.188,0.0,0.102,-10.957,0.0346,104.492,4,False,1.0
221356,0.644,0.847,0.275,0.0,0.113,-12.888,0.0303,112.9,4,False,1.0
178666,0.558,0.874,0.172,0.0,0.1,-13.379,0.0513,90.146,4,False,3.0
193513,0.736,0.81,0.281,0.0,0.404,-9.216,0.0413,110.846,4,False,2.0
203375,0.319,0.896,0.291,7.23e-05,0.113,-10.35,0.0321,119.883,4,False,1.0
139426,0.792,0.451,0.486,1.12e-05,0.149,-4.883,0.0336,119.928,4,False,2.0
198777,0.549,0.732,0.449,0.0,0.117,-10.479,0.0455,76.028,5,True,4.0
218879,0.405,0.939,0.196,0.0,0.109,-9.057,0.0327,134.83,3,False,1.0
260186,0.717,0.828,0.32,0.0,0.107,-8.393,0.0283,107.946,4,False,1.0
191226,0.569,0.399,0.509,2.14e-05,0.121,-5.038,0.0258,85.996,4,False,2.0
217500,0.636,0.91,0.381,0.0,0.0888,-7.784,0.0321,122.86,4,False,1.0
194129,0.46,0.861,0.319,0.0,0.118,-8.621,0.0356,145.765,4,False,1.0
176067,0.517,0.919,0.25,0.0,0.101,-8.381,0.0355,102.631,4,False,3.0
205751,0.866,0.597,0.37,0.0,0.117,-5.739,0.0327,94.018,4,False,1.0
196293,0.669,0.348,0.379,0.0,0.0935,-4.019,0.104,88.652,4,False,1.0
203440,0.674,0.279,0.692,2.04e-05,0.197,-4.206,0.0273,129.039,4,False,1.0
174174,0.678,0.747,0.351,0.0,0.355,-8.654,0.0265,90.029,4,False,1.0
220178,0.475,0.883,0.245,1.87e-06,0.106,-9.452,0.0306,101.29,4,False,1.0
167453,0.664,0.646,0.577,3.89e-05,0.0964,-4.548,0.028,110.021,4,False,1.0
228241,0.805,0.151,0.572,0.0,0.0624,-7.842,0.0377,120.007,4,False,1.0
182159,0.406,0.843,0.285,0.0,0.106,-8.549,0.0408,126.554,5,False,1.0
363266,0.366,0.857,0.388,0.00068,0.128,-9.931,0.0386,157.145,4,False,2.0
241267,0.688,0.794,0.314,4.33e-06,0.108,-8.221,0.0264,81.978,4,False,1.0
192450,0.67,0.544,0.64,0.0,0.106,-6.474,0.035,98.1,4,False,1.0
287893,0.618,0.648,0.38,0.0,0.345,-10.374,0.0574,100.265,4,False,2.0
157000,0.892,0.439,0.443,0.0,0.0866,-6.178,0.0379,107.983,4,False,3.0
197503,0.858,0.391,0.481,0.0,0.128,-3.649,0.104,107.96,4,False,1.0
249109,0.644,0.00286,0.608,0.00289,0.157,-8.425,0.0419,104.024,4,False,2.0
237849,0.719,0.648,0.56,0.0,0.0707,-9.538,0.0341,118.094,4,False,1.0
173253,0.752,0.315,0.347,0.0,0.177,-8.595,0.0317,119.967,4,True,3.0
239507,0.628,0.811,0.364,0.0,0.0686,-6.255,0.0286,92.347,4,True,1.0
207700,0.558,0.598,0.374,0.0,0.108,-12.425,0.0471,99.953,4,False,1.0
224000,0.459,0.821,0.151,0.0,0.158,-11.643,0.0678,87.849,4,False,2.0
198256,0.915,0.128,0.464,0.0,0.0785,-5.289,0.0428,106.034,4,False,3.0
237224,0.429,0.881,0.264,0.0,0.166,-5.577,0.0321,134.358,4,False,3.0
228320,0.748,0.103,0.721,0.0,0.108,-6.345,0.0408,119.892,4,False,1.0
232533,0.686,0.537,0.814,0.000538,0.0662,-7.765,0.0734,110.045,4,False,3.0
241692,0.301,0.0961,0.431,1.05e-05,0.114,-5.314,0.0299,148.2,4,False,1.0
184510,0.802,0.569,0.488,1.55e-05,0.22,-5.523,0.0675,94.994,4,False,3.0
221909,0.421,0.843,0.378,0.0,0.11,-7.594,0.031,95.507,4,False,1.0
181256,0.547,0.82,0.341,0.0,0.115,-5.537,0.0297,82.109,4,False,1.0
252640,0.73,0.0414,0.663,4.45e-05,0.203,-6.531,0.028,105.06,4,True,1.0
164920,0.832,0.0854,0.829,1.64e-05,0.105,-3.461,0.0821,107.012,4,False,3.0
162322,0.712,0.737,0.394,9.14e-05,0.108,-8.313,0.0347,97.876,4,False,1.0
300693,0.663,0.039,0.769,1.1e-06,0.125,-5.028,0.0284,102.968,4,False,1.0
188003,0.44,0.836,0.503,0.000107,0.325,-8.984,0.0384,135.401,4,False,1.0
224840,0.773,0.0422,0.758,0.0,0.305,-4.993,0.0381,144.033,4,False,5.0
239600,0.733,0.145,0.71,0.115,0.0956,-5.849,0.0292,127.975,4,False,5.0
204346,0.762,0.0537,0.787,0.0,0.126,-4.311,0.127,125.067,4,True,1.0
223413,0.893,0.0642,0.745,0.0,0.0943,-3.105,0.0571,101.018,4,True,4.0
201240,0.672,0.0362,0.655,0.0,0.117,-5.021,0.0311,134.945,4,True,5.0
206693,0.853,0.013,0.56,0.0,0.0944,-4.961,0.0406,134.066,4,False,5.0
187973,0.444,0.106,0.819,0.0,0.107,-4.078,0.341,82.695,4,False,5.0
171040,0.365,0.0964,0.851,0.003,0.237,-6.238,0.0645,78.086,4,True,4.0
187146,0.605,0.00671,0.822,0.134,0.147,-4.833,0.0438,167.997,4,True,5.0
186813,0.448,0.106,0.784,0.000108,0.668,-3.686,0.0627,136.245,4,True,5.0
257265,0.664,0.0654,0.705,0.0,0.118,-4.972,0.0382,122.016,4,False,5.0
177506,0.505,0.19,0.71,0.00025,0.269,-3.015,0.0321,89.938,4,True,5.0
214240,0.728,0.0401,0.859,0.0,0.111,-5.237,0.137,65.043,4,True,5.0
220920,0.714,0.00249,0.833,0.0,0.298,-5.239,0.0259,129.964,4,True,4.0
207333,0.724,0.28,0.647,0.0,0.102,-5.642,0.0658,106.96,4,True,2.0
134416,0.795,0.0133,0.789,0.0,0.113,-5.21,0.259,149.961,4,False,1.0
189466,0.704,0.217,0.611,0.0,0.0812,-6.112,0.0409,100.0,4,True,5.0
157066,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4,False,1.0
114893,0.703,0.342,0.594,0.0,0.123,-6.146,0.0752,153.848,4,False,4.0
160626,0.843,0.178,0.39,0.0,0.137,-7.899,0.0846,129.972,4,False,4.0
167552,0.745,0.465,0.561,1.12e-06,0.0338,-5.513,0.072,195.918,4,False,4.0
200960,0.803,0.295,0.715,0.000134,0.0574,-3.28,0.298,101.085,4,False,4.0
202333,0.734,0.0462,0.637,2.29e-05,0.0602,-5.677,0.141,169.977,4,True,5.0
187927,0.696,0.0723,0.761,0.0,0.228,-5.227,0.172,129.935,4,False,3.0
214840,0.687,0.0064,0.702,4.35e-05,0.204,-5.324,0.0455,129.956,4,True,4.0
187920,0.807,0.0573,0.887,2.87e-06,0.124,-3.726,0.0503,134.052,4,False,4.0
199320,0.703,0.283,0.747,0.0,0.396,-4.446,0.0895,149.974,4,True,4.0
178626,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4,True,5.0
182200,0.672,0.021,0.855,0.0,0.323,-3.764,0.0397,123.056,4,False,4.0
294573,0.696,0.00314,0.921,5.24e-05,0.0842,-3.755,0.0363,119.001,4,False,5.0
237200,0.851,0.118,0.806,1.64e-06,0.121,-4.62,0.0787,118.999,4,False,5.0
257053,0.596,0.0115,0.823,0.0,0.0658,-4.586,0.134,174.056,4,True,3.0
215672,0.645,0.00314,0.585,0.0,0.165,-6.122,0.0513,131.931,4,False,4.0
354320,0.414,0.271,0.404,0.0,0.3,-9.928,0.0499,71.105,4,False,5.0
214789,0.811,0.0726,0.699,1.38e-06,0.148,-5.211,0.114,122.987,4,False,4.0
196520,0.764,0.0371,0.705,1.94e-05,0.0943,-5.279,0.0278,101.003,4,False,5.0
174000,0.548,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,False,5.0
236026,0.714,0.0672,0.946,0.000486,0.187,-4.779,0.0556,79.52,4,True,3.0
200040,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4,True,5.0
237520,0.667,0.00285,0.719,8.1e-05,0.0736,-5.371,0.0346,100.021,4,True,4.0
219493,0.727,0.00417,0.937,0.0,0.091,-2.871,0.286,132.067,4,False,4.0
154997,0.81,0.12,0.511,0.0,0.0832,-6.924,0.164,151.947,4,False,4.0
158706,0.706,0.139,0.679,6.98e-05,0.465,-5.614,0.0324,140.081,4,False,4.0
237893,0.787,0.264,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,4,False,4.0
165733,0.917,0.318,0.657,3.62e-06,0.0754,-5.716,0.0921,131.03,4,False,4.0
226986,0.749,0.21,0.463,0.0382,0.338,-8.433,0.0842,90.035,4,False,5.0
242096,0.586,0.182,0.616,0.0,0.0927,-7.964,0.0324,148.088,4,False,2.0
163173,0.879,0.239,0.498,0.0,0.0967,-6.027,0.18,106.044,4,False,4.0
137875,0.61,0.297,0.508,0.0,0.384,-6.682,0.152,178.818,4,False,1.0
208866,0.762,0.235,0.701,0.000158,0.123,-3.541,0.0286,110.968,4,False,4.0
212000,0.736,0.0203,0.704,0.0,0.0501,-7.409,0.0615,149.995,4,False,5.0
210560,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4,False,5.0
172626,0.824,0.0888,0.764,0.00294,0.117,-4.175,0.0854,107.998,4,False,5.0
222680,0.77,0.0305,0.732,0.0,0.157,-4.601,0.0508,110.011,4,False,4.0
160880,0.708,0.00772,0.782,0.0,0.107,-4.687,0.0674,119.997,4,False,4.0
222752,0.79,0.0593,0.709,0.0,0.0794,-5.806,0.224,131.079,4,False,4.0
260239,0.964,0.0668,0.605,7.78e-06,0.214,-6.223,0.179,129.994,4,False,4.0
173381,0.728,0.237,0.783,0.0,0.434,-4.424,0.266,77.011,4,True,5.0
231826,0.76,0.103,0.703,0.0,0.0913,-5.412,0.054,95.997,4,True,5.0
219200,0.647,0.0647,0.8,0.0,0.334,-5.384,0.165,160.078,4,True,5.0
211933,0.652,0.0871,0.802,6.45e-06,0.148,-6.114,0.181,170.157,4,True,4.0
269666,0.856,0.00801,0.609,8.15e-05,0.0344,-7.223,0.0824,114.988,4,False,5.0
176561,0.723,0.00346,0.809,0.00123,0.565,-3.081,0.0625,98.007,4,False,4.0
206880,0.746,0.0152,0.754,0.0,0.0486,-6.684,0.0676,149.882,4,False,5.0
201122,0.694,0.132,0.712,0.0,0.211,-3.923,0.046,98.023,4,False,5.0
199080,0.578,0.00701,0.866,0.0,0.257,-3.804,0.0619,128.038,4,False,5.0
180565,0.782,0.166,0.685,1.18e-05,0.16,-6.237,0.0309,118.016,4,False,5.0
190185,0.657,0.000704,0.827,0.00534,0.065,-4.036,0.0734,145.889,4,False,4.0
224813,0.592,0.0561,0.8,2.01e-06,0.0775,-4.931,0.215,89.972,4,False,4.0
207761,0.846,0.286,0.734,8.27e-05,0.425,-3.601,0.108,90.98,4,False,4.0
181880,0.734,0.374,0.614,0.0,0.103,-4.219,0.0616,100.021,4,True,3.0
