length,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,star,hotness
229360,0.721,0.0921,0.802,0.0,0.694,-5.797,0.0583,124.022,4,False,5.0
162801,0.674,0.266,0.896,0.0,0.828,-5.304,0.0592,90.055,4,False,1.0
179584,0.443,0.664,0.381,0.0,0.115,-8.75,0.0345,64.026,4,False,3.0
257200,0.421,0.0117,0.791,1.48e-05,0.146,-4.998,0.0496,130.075,4,False,5.0
252226,0.66,0.417,0.372,0.0,0.0954,-6.025,0.0314,119.946,3,True,1.0
160437,0.597,0.814,0.885,0.0,0.316,-5.583,0.0454,80.405,4,False,1.0
230333,0.647,0.0598,0.823,0.0,0.119,-5.231,0.0762,99.933,4,False,5.0
160453,0.627,0.12,0.967,0.000239,0.632,-5.661,0.0827,155.015,4,False,3.0
221626,0.752,0.048,0.678,0.0,0.0971,-6.261,0.123,159.97,4,False,1.0
224846,0.604,0.257,0.871,0.0,0.0942,-4.04,0.045,95.972,4,False,1.0
192715,0.593,0.735,0.625,0.0,0.098,-5.067,0.0275,141.972,4,False,2.0
174240,0.643,0.616,0.773,0.0,0.0833,-2.859,0.0375,117.935,4,True,2.0
178442,0.605,0.0825,0.813,0.0,0.744,-5.777,0.103,87.635,4,False,1.0
180411,0.622,0.627,0.806,0.0,0.117,-5.213,0.0427,130.006,4,False,2.0
178164,0.816,0.256,0.812,0.0,0.0747,-4.071,0.195,131.016,4,False,3.0
231013,0.279,0.000185,0.742,0.0,0.593,-6.46,0.0898,189.868,4,True,4.0
189120,0.655,0.541,0.743,0.0,0.675,-6.262,0.0376,85.026,4,False,2.0
196867,0.618,0.579,0.745,0.0,0.665,-6.799,0.0584,153.962,4,False,1.0
157533,0.602,0.109,0.851,0.0,0.119,-4.648,0.24,94.359,4,False,2.0
202546,0.58,0.523,0.596,0.0,0.88,-6.811,0.0336,118.024,4,False,3.0
202720,0.466,0.645,0.769,0.0,0.868,-5.874,0.0663,171.958,4,False,1.0
243779,0.744,0.595,0.612,0.0,0.103,-7.836,0.0429,140.095,4,False,3.0
226792,0.561,0.671,0.813,0.0,0.879,-6.169,0.0329,113.054,4,False,2.0
247520,0.725,0.162,0.68,2.13e-06,0.158,-5.465,0.0306,119.939,4,False,4.0
322687,0.783,0.00261,0.622,0.0122,0.0641,-6.384,0.0366,123.004,4,False,3.0
224573,0.884,0.063,0.765,7.04e-06,0.118,-3.865,0.0882,99.987,4,False,4.0
223133,0.703,0.254,0.65,2.39e-05,0.121,-5.091,0.0263,126.022,4,False,2.0
221560,0.6,0.154,0.676,0.0,0.0741,-6.447,0.0652,88.928,4,False,1.0
242253,0.356,0.0861,0.567,0.0,0.137,-7.011,0.0798,135.553,5,True,3.0
236133,0.472,0.00937,0.714,0.0,0.0764,-4.389,0.0334,98.992,4,True,1.0
211397,0.645,0.172,0.636,0.0,0.173,-6.434,0.0702,169.848,4,False,3.0
146346,0.818,0.172,0.687,0.0,0.138,-6.064,0.263,132.004,4,False,3.0
239320,0.56,0.424,0.854,0.0,0.528,-5.976,0.0402,100.051,4,False,3.0
132539,0.899,0.34,0.806,0.0,0.0318,-4.882,0.12,130.095,4,False,3.0
234293,0.537,0.152,0.816,0.0,0.788,-6.842,0.0338,112.971,4,False,3.0
177168,0.662,0.398,0.827,0.0,0.076,-5.727,0.0524,88.049,4,False,2.0
235173,0.636,0.694,0.434,0.0,0.128,-8.449,0.0445,77.008,4,False,1.0
187312,0.543,0.261,0.912,0.062,0.899,-4.114,0.0652,111.685,4,False,3.0
162733,0.73,0.316,0.723,0.0,0.21,-5.226,0.0309,129.962,4,False,3.0
332289,0.645,0.00105,0.85,0.302,0.364,-5.952,0.256,127.997,4,False,3.0
230761,0.414,0.0129,0.486,0.0,0.111,-6.431,0.0311,128.038,4,False,4.0
183518,0.612,0.00897,0.963,0.00378,0.294,-3.912,0.0531,138.009,4,False,4.0
221272,0.485,0.0736,0.724,0.0,0.0631,-4.633,0.0521,128.045,4,False,4.0
245040,0.604,0.0679,0.787,0.15,0.127,-3.674,0.103,126.062,4,True,5.0
489480,0.748,0.0588,0.908,0.894,0.0943,-8.319,0.0504,130.004,4,False,4.0
215186,0.519,0.258,0.754,3.75e-06,0.139,-5.689,0.0402,125.975,4,False,4.0
230500,0.792,0.6,0.329,0.857,0.193,-12.906,0.0593,127.02,4,False,4.0
294374,0.63,0.000328,0.943,0.726,0.938,-4.185,0.0365,127.976,4,False,3.0
543453,0.275,0.000702,0.721,0.821,0.0792,-6.222,0.0359,125.156,4,False,4.0
205440,0.416,0.00864,0.849,0.000138,0.204,-4.909,0.0455,125.098,4,False,4.0
138013,0.763,0.262,0.608,2.5e-05,0.12,-8.1,0.035,121.02,4,True,3.0
211000,0.728,0.208,0.947,0.815,0.367,-3.103,0.0458,130.007,4,False,3.0
200991,0.5,0.0896,0.81,0.0,0.0898,-2.524,0.043,125.966,4,False,2.0
183750,0.694,0.0989,0.9,0.946,0.473,-5.245,0.0456,127.997,4,False,2.0
183648,0.403,0.000272,0.73,0.714,0.256,-3.512,0.0662,127.983,4,False,2.0
248035,0.76,0.00181,0.964,0.703,0.0975,-5.844,0.0577,125.003,4,False,4.0
183013,0.347,0.00338,0.835,0.0152,0.103,-6.922,0.0464,126.068,4,True,3.0
254653,0.467,0.0866,0.757,0.0,0.0742,-3.01,0.0517,131.993,4,False,4.0
304228,0.675,0.00107,0.868,0.715,0.374,-6.36,0.0392,128.007,4,False,4.0
195480,0.37,0.00234,0.823,1.91e-06,0.174,-6.245,0.0805,128.008,4,False,3.0
351453,0.887,0.00422,0.731,0.899,0.0603,-5.331,0.0769,125.025,4,False,3.0
443426,0.604,0.0102,0.939,0.698,0.0723,-7.49,0.0544,139.975,4,False,4.0
373626,0.722,0.00949,0.687,0.00413,0.0462,-5.189,0.0556,128.013,4,False,4.0
159428,0.54,0.0622,0.953,0.658,0.132,-2.237,0.0809,139.902,4,False,3.0
204360,0.551,0.0391,0.833,2.77e-06,0.0632,-5.217,0.03,129.885,5,False,4.0
404227,0.685,0.0149,0.656,0.648,0.261,-6.777,0.0456,128.998,4,False,2.0
227073,0.506,0.00711,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4,False,4.0
208316,0.509,0.332,0.79,6.67e-05,0.316,-3.782,0.0374,127.946,4,False,4.0
215093,0.712,0.00864,0.837,0.00684,0.102,-7.191,0.0285,127.076,4,True,4.0
255102,0.381,0.000408,0.712,0.589,0.183,-6.9,0.0355,127.967,4,False,3.0
208124,0.715,0.0854,0.722,0.221,0.0693,-5.692,0.0383,127.945,4,False,3.0
293578,0.833,0.053,0.582,0.0577,0.108,-6.987,0.0659,125.026,4,False,3.0
168750,0.886,0.0157,0.967,0.389,0.239,-0.776,0.142,128.1,4,False,4.0
203520,0.645,0.0932,0.891,3.88e-06,0.379,-2.505,0.0387,124.915,4,True,4.0
400741,0.668,0.0396,0.896,0.00215,0.293,-5.188,0.0883,127.99,4,False,3.0
220883,0.584,0.0895,0.54,0.0,0.261,-7.786,0.0576,137.972,4,False,5.0
313124,0.652,0.00209,0.657,7.04e-05,0.0859,-4.491,0.0306,127.998,4,False,3.0
346240,0.793,0.166,0.339,0.809,0.11,-14.317,0.0555,125.993,4,False,4.0
365625,0.602,0.0328,0.911,0.679,0.219,-3.842,0.113,127.994,4,False,3.0
480000,0.854,0.563,0.93,0.697,0.0815,-7.528,0.0439,123.998,4,False,4.0
693680,0.606,0.00173,0.867,0.571,0.0693,-5.696,0.0563,137.98,4,False,3.0
282812,0.593,0.382,0.392,0.000114,0.131,-6.872,0.0257,75.065,4,False,4.0
378999,0.714,0.0319,0.718,0.0126,0.191,-5.386,0.105,128.008,4,False,3.0
502969,0.751,0.000252,0.721,0.574,0.119,-8.093,0.0655,126.02,4,False,1.0
368000,0.64,0.000538,0.792,0.604,0.0745,-4.875,0.0419,128.001,4,False,3.0
211880,0.605,0.155,0.8,0.0562,0.121,-6.235,0.0545,128.074,4,False,4.0
320357,0.613,0.0194,0.697,0.0,0.332,-8.618,0.133,122.746,4,False,4.0
203000,0.646,0.0275,0.741,0.0,0.312,-4.973,0.034,123.077,4,False,5.0
349489,0.637,0.046,0.827,0.103,0.575,-5.153,0.0629,128.025,4,False,3.0
262773,0.614,0.0103,0.97,0.393,0.178,1.334,0.118,123.001,4,False,4.0
212106,0.468,0.0281,0.627,7.97e-06,0.11,-5.085,0.0476,179.642,4,False,5.0
189816,0.472,0.00152,0.88,0.0712,0.507,-10.189,0.0323,135.007,4,False,3.0
346929,0.703,0.00164,0.684,0.000378,0.0744,-6.532,0.0778,126.027,4,True,2.0
314113,0.687,0.00122,0.97,0.000524,0.168,-4.603,0.127,128.974,4,False,1.0
328953,0.657,0.0321,0.927,1.83e-06,0.152,-2.5,0.0522,127.983,4,False,2.0
162992,0.709,0.108,0.783,4.1e-05,0.103,-5.944,0.0551,127.043,4,True,4.0
294880,0.581,0.00435,0.965,0.707,0.0534,-5.985,0.0627,130.008,4,False,3.0
230613,0.308,0.0629,0.986,0.964,0.0274,-6.293,0.106,133.01,4,True,2.0
410096,0.723,0.00666,0.806,0.876,0.276,-4.989,0.0521,124.976,4,False,4.0
360960,0.59,0.00064,0.8,0.902,0.0512,-5.044,0.0437,127.994,4,True,3.0
157432,0.605,0.000563,0.874,0.812,0.112,-4.949,0.0295,125.99,4,False,4.0
210013,0.503,0.0305,0.748,0.0,0.343,-4.124,0.0619,125.896,4,False,4.0
162733,0.533,5.88e-05,0.942,0.924,0.101,-7.108,0.0434,134.995,4,True,2.0
198077,0.488,0.00197,0.841,0.127,0.801,-5.51,0.04,128.071,4,False,3.0
218190,0.578,0.00225,0.946,0.00412,0.0966,-3.85,0.0482,126.092,4,False,4.0
215306,0.658,0.0042,0.801,0.94,0.13,-9.128,0.0388,132.002,4,True,2.0
209765,0.552,0.015,0.742,0.0124,0.639,-6.122,0.0683,128.076,4,False,3.0
281429,0.666,0.0257,0.93,0.012,0.054,-4.201,0.0314,127.978,4,False,3.0
202506,0.392,0.00144,0.879,0.0018,0.322,-5.797,0.0593,127.943,4,False,3.0
267946,0.683,0.0125,0.887,0.446,0.318,-4.944,0.0497,132.007,4,False,4.0
202500,0.635,0.00664,0.9,0.0145,0.37,-3.719,0.0377,127.978,4,True,4.0
223869,0.706,0.0245,0.74,0.512,0.135,-7.904,0.0325,122.007,3,False,4.0
207094,0.44,0.129,0.635,0.0,0.121,-6.385,0.0326,128.133,4,False,4.0
456774,0.655,0.545,0.725,0.358,0.111,-9.93,0.0358,123.953,4,False,3.0
176674,0.719,0.011,0.93,4.44e-06,0.338,-5.838,0.103,124.95,4,False,3.0
477413,0.702,0.632,0.733,0.919,0.0913,-12.023,0.0447,138.004,4,False,3.0
207264,0.56,0.00216,0.888,0.0386,0.104,-5.131,0.0511,124.05,4,False,3.0
161718,0.525,0.00232,0.849,0.00196,0.322,-7.727,0.0484,128.055,4,False,4.0
250946,0.648,0.000329,0.812,0.0369,0.0857,-7.585,0.0414,128.178,4,False,4.0
383893,0.738,0.00743,0.607,0.315,0.0701,-3.933,0.0845,131.983,4,False,4.0
179530,0.601,0.271,0.951,0.84,0.146,-3.138,0.0426,127.959,4,False,3.0
208620,0.716,0.222,0.807,0.0,0.0935,-3.621,0.108,130.004,4,False,3.0
184280,0.544,0.129,0.915,0.000914,0.115,-3.405,0.0841,126.094,4,True,4.0
148197,0.671,0.515,0.636,0.000411,0.172,-8.117,0.103,120.966,4,False,5.0
166099,0.791,0.105,0.827,0.906,0.227,-6.647,0.0608,125.039,4,False,2.0
231706,0.686,0.0307,0.991,0.889,0.861,-5.937,0.0334,138.231,4,True,1.0
271640,0.704,0.393,0.634,3.17e-05,0.0952,-7.374,0.0428,113.927,4,False,4.0
292466,0.68,0.0159,0.881,0.385,0.315,-6.224,0.0536,128.015,4,False,3.0
192000,0.65,0.0115,0.488,0.0,0.0809,-8.536,0.111,160.007,4,False,2.0
223380,0.419,3.58e-05,0.991,4.09e-05,0.14,-2.176,0.159,119.618,4,False,2.0
191969,0.672,0.0726,0.905,0.0,0.412,-1.649,0.0938,76.006,4,False,2.0
271201,0.528,6.64e-05,0.396,0.885,0.146,-10.478,0.031,107.98,4,False,2.0
166271,0.544,0.827,0.454,4.19e-06,0.103,-9.405,0.441,92.546,4,False,2.0
158356,0.82,0.303,0.824,0.287,0.298,-4.838,0.0714,99.991,4,False,2.0
238030,0.382,0.904,0.534,0.948,0.0816,-8.248,0.0323,121.016,4,False,2.0
180035,0.817,0.199,0.298,0.67,0.0833,-9.043,0.0982,95.991,4,False,1.0
212405,0.66,0.386,0.385,0.0,0.25,-7.254,0.0266,81.517,4,True,3.0
188493,0.655,0.0189,0.632,0.0,0.0722,-4.802,0.0489,120.113,4,True,3.0
324466,0.609,0.0735,0.674,0.06,0.345,-7.388,0.0548,90.009,4,True,4.0
267720,0.766,0.098,0.519,0.0,0.0855,-7.355,0.0366,129.972,4,True,4.0
234813,0.613,0.00397,0.873,0.00111,0.367,-6.376,0.0449,129.989,4,True,4.0
163880,0.68,0.445,0.693,0.0,0.208,-7.234,0.0435,114.948,4,True,4.0
253093,0.616,0.0573,0.811,1.57e-05,0.0566,-4.804,0.0626,159.929,4,True,4.0
297760,0.423,0.177,0.797,0.0,0.137,-4.659,0.124,82.617,4,True,4.0
229120,0.749,0.0563,0.723,0.022,0.0977,-6.609,0.0432,108.999,4,True,1.0
191493,0.719,0.121,0.645,0.00316,0.362,-6.141,0.0358,123.02,4,True,4.0
220051,0.754,0.323,0.581,0.000168,0.145,-7.338,0.0433,122.012,4,True,3.0
238567,0.619,0.00781,0.628,0.207,0.206,-8.307,0.038,127.065,4,True,1.0
239014,0.69,0.11,0.678,0.0,0.246,-6.52,0.154,173.995,4,True,4.0
263733,0.608,0.241,0.776,0.0,0.0713,-3.635,0.0511,89.996,4,True,4.0
207160,0.715,0.0396,0.723,8.57e-05,0.084,-5.993,0.0569,114.985,4,True,4.0
225040,0.728,0.0699,0.602,7.01e-06,0.318,-7.748,0.185,140.081,4,True,4.0
226786,0.597,0.122,0.666,0.00302,0.1,-6.365,0.0418,164.992,4,True,4.0
177200,0.547,0.23,0.936,3.04e-06,0.172,-4.023,0.102,120.003,4,True,4.0
240080,0.715,0.0897,0.838,0.0,0.15,-6.077,0.118,120.007,4,True,4.0
175044,0.588,0.000818,0.856,0.0739,0.238,-5.242,0.0316,96.966,4,True,4.0
234946,0.683,0.0577,0.753,0.00208,0.357,-5.564,0.0317,120.03,4,True,4.0
273335,0.684,0.00694,0.858,0.000167,0.0828,-4.266,0.0342,129.963,4,True,4.0
236733,0.565,0.194,0.437,7.14e-06,0.0656,-7.68,0.0403,96.132,3,True,4.0
236826,0.652,0.281,0.295,1.03e-05,0.0809,-11.045,0.0477,75.065,4,True,4.0
308388,0.446,0.00891,0.76,0.000108,0.232,-3.608,0.0453,150.033,4,True,4.0
267386,0.584,0.00359,0.833,3.44e-05,0.169,-5.9,0.041,140.013,4,True,4.0
172232,0.687,0.00396,0.89,0.000939,0.0436,-5.99,0.0344,113.06,4,True,4.0
238040,0.77,0.0605,0.706,0.00182,0.0985,-4.705,0.0302,115.011,4,True,4.0
229000,0.798,0.0437,0.318,0.0,0.158,-6.849,0.0431,92.49,4,True,4.0
258853,0.734,0.0747,0.607,0.000577,0.0968,-7.249,0.0806,90.023,4,True,4.0
223065,0.7,0.306,0.664,1.89e-05,0.249,-8.211,0.0394,142.009,4,True,1.0
229120,0.718,0.0963,0.714,0.0,0.141,-5.699,0.0622,149.949,4,True,3.0
265373,0.53,0.0105,0.816,0.00061,0.379,-6.149,0.0503,87.019,4,True,4.0
231320,0.84,0.248,0.608,1.25e-06,0.0874,-6.176,0.0458,115.012,4,True,4.0
216758,0.785,0.0505,0.623,0.125,0.0539,-6.923,0.0403,100.991,4,True,4.0
142546,0.537,0.994,0.0231,0.0471,0.146,-14.407,0.0475,120.322,4,True,3.0
253680,0.78,0.0489,0.716,5.92e-06,0.0704,-4.551,0.0439,105.017,4,True,3.0
145946,0.7,0.0857,0.934,0.226,0.114,-5.941,0.17,92.973,4,True,4.0
224398,0.674,0.0138,0.535,0.0,0.326,-7.114,0.0518,170.188,4,True,4.0
177040,0.764,0.296,0.548,1.01e-05,0.0769,-7.627,0.14,151.02,4,True,4.0
182000,0.816,0.238,0.766,0.0127,0.0893,-5.176,0.0565,120.011,4,True,4.0
217000,0.501,0.612,0.328,0.0,0.15,-8.329,0.0255,73.326,4,True,4.0
330986,0.661,0.256,0.52,0.0246,0.105,-8.367,0.028,127.089,4,True,3.0
245842,0.632,0.158,0.65,2.39e-05,0.0724,-6.851,0.0797,82.58,4,True,4.0
282613,0.641,0.12,0.561,0.0021,0.358,-5.856,0.0355,111.938,4,True,3.0
240266,0.73,0.379,0.427,0.000309,0.0893,-9.834,0.138,149.45,3,True,3.0
279053,0.561,0.00525,0.841,4.53e-05,0.24,-4.311,0.0515,114.943,4,True,3.0
286506,0.553,0.149,0.787,3.25e-05,0.102,-7.827,0.0931,139.841,4,True,3.0
242773,0.467,0.799,0.386,3.68e-06,0.108,-10.565,0.0303,92.923,4,False,3.0
248009,0.228,0.868,0.345,2.08e-06,0.0588,-9.642,0.0331,183.717,4,False,2.0
276465,0.294,0.858,0.406,2.43e-05,0.091,-9.766,0.0351,108.196,4,False,2.0
246416,0.217,0.92,0.406,0.0,0.239,-6.107,0.0434,81.316,4,True,2.0
157000,0.493,0.552,0.333,0.509,0.095,-10.714,0.0335,129.857,4,True,1.0
140500,0.299,0.706,0.352,0.898,0.127,-11.283,0.0319,72.324,4,True,2.0
312000,0.116,0.714,0.424,0.732,0.0911,-7.573,0.0385,83.625,4,True,1.0
126500,0.547,0.805,0.546,0.559,0.295,-6.486,0.0341,135.087,4,True,2.0
215626,0.68,0.0212,0.826,1.24e-05,0.543,-5.487,0.0309,118.051,4,True,5.0
215280,0.695,0.192,0.762,0.00244,0.0863,-3.497,0.0395,120.042,4,False,5.0
189486,0.764,0.837,0.32,0.0,0.0822,-7.209,0.0546,91.019,4,True,2.0
164560,0.574,0.0864,0.714,0.0,0.116,-4.517,0.244,83.363,4,False,1.0
158571,0.878,0.183,0.525,0.0,0.0714,-6.832,0.0578,112.022,4,False,4.0
201573,0.513,0.00147,0.796,0.000209,0.0938,-4.075,0.0629,171.017,4,True,1.0
192846,0.788,0.537,0.43,0.00261,0.0936,-7.757,0.0419,121.996,4,False,1.0
233712,0.825,0.581,0.652,0.0,0.0931,-3.183,0.0802,95.977,4,True,2.0
130586,0.57,0.256,0.376,0.563,0.118,-15.444,0.0259,79.041,4,False,2.0
198421,0.726,0.0559,0.704,1.61e-05,0.132,-5.871,0.0318,113.971,4,False,3.0
194087,0.701,0.328,0.425,0.13,0.1,-10.965,0.375,135.128,4,False,5.0
183290,0.793,0.0123,0.793,0.0,0.0951,-4.521,0.083,123.95,4,False,5.0
208941,0.412,0.0397,0.809,0.0,0.0899,-3.66,0.144,81.47,4,False,4.0
232221,0.581,0.209,0.604,0.793,0.242,-15.428,0.0279,79.004,4,False,2.0
232720,0.647,0.219,0.822,0.0,0.0908,-4.662,0.183,160.019,4,False,1.0
163804,0.661,0.179,0.723,1.23e-05,0.14,-6.976,0.0566,113.778,4,False,4.0
219043,0.636,0.0185,0.815,0.0,0.163,-5.098,0.0581,123.063,4,False,5.0
157890,0.854,0.0209,0.806,0.0542,0.0703,-8.262,0.0886,124.927,4,False,5.0
296706,0.885,0.0244,0.808,5.59e-06,0.105,-6.307,0.0375,109.996,4,False,3.0
197935,0.562,0.0383,0.857,0.0,0.11,-3.926,0.0801,126.883,4,False,1.0
166451,0.797,0.0312,0.86,0.0137,0.334,-4.38,0.0413,124.033,4,False,4.0
139624,0.486,0.287,0.434,0.974,0.196,-17.412,0.041,110.973,4,False,3.0
214912,0.572,0.0157,0.81,6.53e-06,0.13,-5.791,0.0558,126.052,4,False,4.0
182200,0.672,0.021,0.855,0.0,0.323,-3.764,0.0397,123.056,4,False,4.0
231041,0.808,0.0469,0.897,3.14e-05,0.364,-3.712,0.0348,126.026,4,True,1.0
185773,0.628,0.00162,0.639,0.0,0.354,-5.46,0.0435,108.045,4,False,5.0
225983,0.818,0.034,0.803,0.0,0.153,-4.282,0.0797,106.97,4,False,5.0
235493,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4,True,5.0
207133,0.676,0.0237,0.771,7e-06,0.102,-3.675,0.0483,99.048,4,False,5.0
226206,0.621,0.396,0.612,0.0,0.123,-5.34,0.106,173.807,4,False,3.0
172761,0.63,0.00776,0.633,0.0,0.0541,-7.088,0.0457,93.995,4,False,4.0
235766,0.626,0.135,0.79,3.97e-06,0.0989,-4.302,0.0311,119.082,4,True,5.0
182160,0.501,0.751,0.405,0.0,0.105,-5.679,0.0319,109.891,4,False,5.0
175973,0.807,0.296,0.56,0.0,0.101,-9.356,0.0459,134.093,4,False,4.0
140624,0.5,0.647,0.298,0.187,0.16,-16.699,0.0265,95.995,4,False,2.0
145466,0.346,0.888,0.433,0.0,0.101,-10.602,0.065,77.963,3,False,4.0
140525,0.7,0.221,0.722,0.0,0.272,-3.558,0.0369,90.989,4,False,1.0
173333,0.726,0.731,0.431,0.0,0.696,-8.765,0.135,144.026,4,False,5.0
190306,0.789,0.0332,0.711,0.0,0.0876,-4.248,0.041,112.985,4,False,4.0
205946,0.476,0.0784,0.718,1.02e-05,0.122,-5.309,0.0576,199.864,4,False,1.0
197933,0.663,0.0353,0.713,7.68e-06,0.0843,-6.647,0.112,101.965,4,False,3.0
229360,0.659,0.123,0.949,0.0,0.133,-4.682,0.105,92.025,4,False,1.0
171029,0.741,0.447,0.52,1.97e-06,0.222,-7.513,0.0656,102.998,4,False,4.0
184267,0.629,0.468,0.507,0.0,0.0937,-6.443,0.0288,94.023,4,False,4.0
210463,0.399,0.0563,0.491,0.00089,0.11,-10.778,0.0538,91.066,4,False,4.0
178146,0.563,0.335,0.664,0.0,0.0849,-5.044,0.154,166.928,4,False,5.0
168601,0.695,0.299,0.54,0.0,0.367,-5.692,0.0493,121.932,4,False,5.0
142861,0.608,0.706,0.472,0.248,0.0726,-10.094,0.0311,79.015,4,False,1.0
231173,0.743,0.0188,0.752,0.0,0.287,-4.813,0.0414,110.015,4,True,5.0
267866,0.545,0.00617,0.675,0.00197,0.209,-6.474,0.0279,124.97,4,False,5.0
329733,0.592,0.0021,0.767,0.00165,0.127,-2.788,0.027,96.483,4,False,5.0
276653,0.714,0.00239,0.957,0.0939,0.283,-3.556,0.0367,140.004,4,False,4.0
193893,0.64,0.0646,0.602,0.0,0.375,-7.902,0.0299,111.87,4,False,1.0
183160,0.67,0.0208,0.753,2.71e-06,0.147,-5.058,0.0383,90.385,4,False,3.0
177853,0.747,0.0695,0.577,0.2,0.151,-5.348,0.0349,109.992,4,False,3.0
236001,0.666,0.0123,0.83,0.0,0.191,-5.715,0.0751,113.03,4,False,4.0
184070,0.726,0.041,0.835,9.45e-06,0.068,-3.914,0.0341,123.986,4,False,4.0
218770,0.786,0.0742,0.75,0.0277,0.109,-6.277,0.102,124.032,4,False,4.0
228267,0.693,0.0151,0.678,5.71e-06,0.101,-7.159,0.0324,103.952,4,False,4.0
221820,0.73,0.167,0.729,1.39e-06,0.349,-3.434,0.0884,113.011,4,False,5.0
218440,0.774,0.163,0.748,0.0,0.0516,-5.478,0.0509,119.009,4,False,1.0
230733,0.652,0.00125,0.812,3.01e-05,0.667,-3.797,0.0409,126.023,4,False,4.0
195561,0.79,0.0807,0.705,4.81e-05,0.251,-4.684,0.0383,121.969,4,False,1.0
210236,0.572,0.245,0.742,0.0,0.108,-4.589,0.0347,127.19,4,False,3.0
183431,0.789,0.0188,0.829,0.000813,0.0971,-6.767,0.141,124.032,4,False,3.0
150026,0.632,0.331,0.559,0.0,0.16,-6.74,0.0794,91.81,4,False,4.0
202066,0.652,0.00112,0.698,0.000115,0.0886,-4.667,0.042,96.021,4,False,5.0
209320,0.762,0.00261,0.7,1.56e-05,0.153,-6.021,0.0694,116.073,4,False,5.0
200040,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4,True,5.0
141805,0.591,0.0383,0.764,0.0,0.103,-5.484,0.0483,169.928,4,False,3.0
167303,0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,4,False,5.0
230453,0.681,0.165,0.594,3.49e-06,0.134,-7.028,0.282,186.054,4,True,3.0
218320,0.577,0.13,0.522,9.03e-05,0.142,-6.594,0.0984,159.772,4,False,3.0
204346,0.779,0.0524,0.787,0.0,0.14,-4.305,0.108,124.982,4,True,3.0
238805,0.761,0.44,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4,False,3.0
263400,0.599,0.163,0.448,0.0,0.106,-6.312,0.0232,95.05,3,True,5.0
156677,0.941,0.0664,0.331,0.0153,0.31,-5.782,0.0467,120.011,4,False,3.0
190960,0.759,0.037,0.54,0.0,0.0945,-6.039,0.0287,116.947,4,False,5.0
211466,0.358,0.695,0.557,0.0,0.0902,-7.398,0.059,85.043,4,False,5.0
189959,0.616,0.838,0.437,0.00854,0.12,-10.862,0.0316,108.037,4,False,3.0
200185,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4,False,5.0
240400,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4,False,5.0
134632,0.516,0.619,0.69,0.0,0.0649,-6.907,0.301,90.368,3,False,3.0
128205,0.532,0.484,0.609,0.0251,0.367,-5.75,0.0491,143.636,4,False,4.0
198960,0.755,0.0283,0.448,3.28e-05,0.514,-9.587,0.107,77.179,4,True,3.0
198717,0.754,0.0986,0.52,1.89e-06,0.116,-9.472,0.0376,124.941,4,False,3.0
194257,0.43,6.07e-05,0.882,0.0167,0.286,-4.916,0.0395,148.184,4,False,3.0
233720,0.609,0.835,0.378,0.0,0.28,-9.828,0.438,100.418,4,True,3.0
204280,0.484,0.431,0.731,0.0,0.151,-6.694,0.0379,101.654,4,False,5.0
187146,0.6,0.00683,0.81,0.21,0.155,-4.749,0.0479,167.88,4,True,3.0
350346,0.26,0.035,0.478,0.0098,0.132,-7.726,0.032,161.025,3,False,2.0
257266,0.662,0.0603,0.71,0.0,0.119,-4.945,0.0364,121.979,4,False,3.0
243836,0.841,0.0847,0.728,0.0,0.149,-3.37,0.0484,130.049,4,False,5.0
220750,0.634,0.0833,0.589,0.000119,0.194,-8.12,0.0277,117.952,4,False,3.0
247426,0.532,0.0038,0.783,0.0012,0.161,-5.697,0.0523,124.08,4,False,3.0
176764,0.664,0.0129,0.727,0.00785,0.096,-8.196,0.036,102.028,4,False,2.0
119133,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.021,4,False,5.0
244360,0.445,0.695,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,4,False,5.0
252866,0.509,0.385,0.538,0.0,0.104,-7.335,0.0572,75.089,4,False,3.0
210211,0.662,0.0479,0.887,0.00074,0.143,-6.083,0.0329,134.978,4,False,3.0
177000,0.906,0.000243,0.625,3.23e-05,0.0975,-6.779,0.0903,150.018,4,False,3.0
182706,0.732,0.00264,0.75,0.0,0.109,-6.366,0.231,155.096,4,False,5.0
246772,0.689,0.373,0.712,0.0,0.112,-6.084,0.0321,139.987,4,False,3.0
175200,0.327,0.202,0.71,9e-05,0.28,-2.928,0.0547,179.561,4,True,3.0
242013,0.561,0.768,0.431,1.42e-05,0.106,-8.81,0.0578,143.875,4,False,5.0
187973,0.448,0.131,0.818,0.0,0.11,-4.038,0.34,82.885,4,False,3.0
292799,0.69,0.324,0.521,0.0,0.0534,-8.492,0.339,100.028,4,False,5.0
320626,0.689,0.00922,0.735,0.00072,0.365,-4.545,0.267,171.403,4,True,4.0
